strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
1260,בֶּ֫רֶד,H,1258+ברד,vient de H1258,,N_N-M-P;N_N--L,Bared,"Bared = ""grêle"", ""appel""<br>1) fils ou descendant d'Ephraïm<br>n pr loc 2) lieu au sud de la Palestine, proche de Kadès",bered,
1261,בָּרֹד,H,1258+ברד,vient de H1258,,A,marquetés,"1) marqué, tacheté, avec des taches",bārōd,
1262,בָּרָה,H,,une racine primaire,,V,manger,"1) manger, consommer<br>  1a) nourriture<br>  1b) donner à manger, faire prendre de la nourriture",bārā,
1263,בָּרוּךְ,H,1288+ברך,vient de H1288,,N_N-M-P,Baruc,"Baruc = ""béni""<br>1) ami, et fidèle serviteur de Jérémie<br>2) sacrificateur, fils de Zabbaï qui assista Néhémie à lareconstruction des murs de Jérusalem<br>3) famille de sacrificateurs qui signa le pacte avec Néhémie<br>4) fils de Col-Hozé, un descendant de Pérets, le fils de Juda",bārūxᵊ,
1264,בְּרֹמִים,H,,probablement d'origine étrangère,,N-M,riches étoffes,"1) tissu bigarré, damas",bᵊrōmīm,
1265,בְּרוֹשׁ,H,,dérivation incertaine,,N-M,cyprès,"1) cyprès, sapin, genévrier, pin<br>  1a) un arbre noble (lit.)<br>  1b) droiture (figuré)<br>  1c) matériau pour le temple",bᵊrōš,
1266,בְּרוֹת,H,1265+ברושׁ,variante de H1265,,N-M,cyprès,"1) cyprès, sapin, pin, conifère",bᵊrōt,
1267,בָּרוּת,H,1262+ברה,vient de H1262,,N-F,nourriture,"1) nourriture, viande",bārūt,
1268,בֵּר֫וֹתָה,H,1266+ברות,vient probablement de H1266,"בֵּר֫וֹתָה, בֵּרֹתַי",N_N--L,Bérotha,"Bérotha, Bérothaï = ""bosquet de cyprès"" = ""puits de l'éternel"" = ""nourriture""<br>1) lieu proche d'Hamath<br>2) ville appartenant à Hadadézer",bērōtā,m
1269,ברזות,H,,probablement féminin pluriel,,N_N-M-P,Birzavith,"Birzavith = ""dans la maigreur"" = ""choix d'olives""<br>1) un descendant d'Aser",brzwt,
1270,בַּרְזֶל,H,1269+ברזות,vient peut-être de H1269,,N-M,fer,"1) fer<br>  1a) minerai de fer, matériau pour ustensiles<br>2) outil en fer<br>3) rudesse, force, oppression (figuré)",barzel,
1271,בַּרְזִלַּי,H,1270+ברזל,vient de H1270,,N_N-M-P,Barzillaï,"Barzillaï = ""fait de fer""<br>1) homme de Galaad qui aida David à vaincre la rébellion d'Absalom<br>2) sacrificateur, beau fils de Barzillaï de Galaad<br>3) Israélite de Mehola dont le fils Adriel épousa Mérab, fillede Saïl",barzillay,
1272,בָּרַח,H,,une racine primaire,,V,fuir,"1) fuir, partir au loin, chasser, conduire au loin, mettre en fuite, atteindre, s'enfuir<br>  1a) se hâter, aller ou venir rapidement<br>  1b) causer la fuite, forcer à s'expatrier",bāraḥ,
1273,בַּרְחֻמִי,H,978+בחרומי,transposition de H978,,N_N--LG,de Barchum,"De barchum (Barchumite) = ""fils de celui qui est noirci""<br>1) venant de Barchum (Bachurim ?), village apparemment proche de laroute allant de la vallée du Jourdain à Jérusalem, et versla frontière du sud de Benjamin",barḥumī,
1274,בִּרְיָה,H,1262+ברה,vient de H1262,,A,grasse,"1) gras<br>2) (TWOT) gras, grasse, nourri, ferme, plantureux",biryā,
1275,בֵּרִי,H,882+בארי,probablement contraction de H882,,N_N-M-P,Béri,"Béri = ""homme du puits""<br>1) fils de Tsophach, de la tribu d'Aser",bērī,
1276,בֵּרִים,H,,dérivation incertaine,,N_N--LG,hommes d'élite,"1) tribu nommée avec Abel et Beth-Maaca, et donc sans doute situéedans le nord de la Palestine",bērīm,
1277,בָּרִיא,H,1254+ברא|1262+ברה,vient De H1254 (sens de H1262),,A,gras,"1) gras<br>2) (TWOT) gras, nourri, ferme, plantureux",bārīʾ,
1278,בְּרִיאָה,H,1254+ברא,vient de H1254,,N-F,chose inouïe,"1) une création, une nouvelle chose, merveille",bᵊrīʾā,
1279,בִּרְיָה,H,1262+ברה,vient de H1262,,N-F,mets,1) nourriture,biryā,
1280,בְּרִיחַ,H,1272+ברח,vient de H1272,,N-M,barres,"1) barre<br>  1a) de bois<br>  1b) des portes des villes<br>2) tribulation, forteresse, la terre en tant que prison (figuré)",bᵊrīḥa,
1281,בָּרִיחַ,H,1272+ברח,vient de H1272,,N-M,fuyard,"1) fuyant, fuyard<br>subst 2) fugitif",bārīḥa,
1282,בָּרִיחַ,H,1281+בריח ברח,même mot que H1281,,N_N-M-P,Bariach,"Bariach = ""qui s'enfuit"" ou ""fugitif""<br>1) fils de Schemaeja et descendant de la famille royale de Juda",bārīḥa,
1283,בְּרִיעָה,H,7451+רע רעה,vient apparemment du féminin De H7451 avec préfixe,,N_N-M-P,Beria,"Beria = ""avec un ami""<br>1) un fils d'Aser<br>2) un son d'Ephraïm<br>3) un Benjamite<br>4) un Lévite",bᵊrīʿā,
1284,בְּרִיעִי,H,1283+בריעה,patronyme de H1283,,N_N--PG,Beriites,"Beriites = ""dans le mal""<br>1) de la famille de Beria",bᵊrīʿī,
1285,בְּרִית,H,1262+ברה|1254+ברא,vient De H1262 (sens de coupure [comme 1254]),,N-F,alliance,"1) pacte, alliance, engagement<br>  1a) entre hommes<br>     1a1) traité, alliance, ligue<br>     1a2) constitution, ordonnance (monarque à sujets)<br>     1a3) accord<br>     1a4) amitié<br>     1a5) alliance (de mariage)<br>  1b) entre Dieu et l'homme<br>     1b1) pacte, alliance, ordonnance divine avec signes et gages<br>2) (phrases)<br>  2a) faire alliance, signer un pacte<br>  2b) garder une alliance<br>  2c) violer un pacte",bᵊrīt,
1286,בְּרִית,H,1285+ברית,même mot que H1285,,N_N-M-T,Berith,"Berith = ""alliance""<br>1) dans le nom de Baal-Berith, une divinité adorée à Sichem",bᵊrīt,
1287,בֹּרִית,H,1253+בור,vient de H1253,,N-F,potasse,"1) lessive, potasse, savon, alcali, produits pour laver",bōrīt,
1288,בָּרַךְ,H,,une racine primaire,,V,bénir,"1) bénir, s'agenouiller<br>  1a) être béni<br>  1b) être adoré<br>  1c) faire s'agenouiller<br>2) (TWOT) louer, saluer, maudire, outrager",bārax,
1289,בְּרַךְ,A,1288+ברך,(araméen) correspondant à H1288,,V,bénir,"1) bénir, s'agenouiller<br>  1a) être béni<br>  1b) louer",bᵊrax,
1290,בֶּ֫רֶךְ,H,1288+ברך,vient de H1288,,N-F,genoux,1) genou<br>2) faible par la crainte (figuré),berex,
1291,בְּרַךְ,A,1290+ברך,(araméen) correspondant à H1290,,N-F,genou,1) genou,bᵊrax,
1292,בָּרַכְאֵל,H,1288+ברך|410+אל,vient De H1288 et H410,,N_N-M-P,Barakeel,"Barakeel = ""Dieu a béni""<br>1) père d'Elihu",bāraxʾēl,
1293,בְּרָכָה,H,1288+ברך,vient de H1288,,N-F,bénédiction,"1) bénédiction<br>2) (source de) bénédiction<br>3) prospérité<br>4) louange de Dieu<br>5) un don, un présent<br>6) traité de paix",bᵊrāxā,
1294,בְּרָכָה,H,1293+ברכה,même mot que H1293,,N_N-M-P;N_N--L,Beraca,"Beraca = ""bénédiction""<br>1) Benjamite, un des guerriers de David<br>n pr loc 2) vallée du désert près de Tekoa où Josaphat et son peuple se sontassemblés pour bénir l'éternel après la défaite des armées des Moabites",bᵊrāxā,
1295,בְּרֵכָה,H,1288+ברך,vient de H1288,,N-F,étang,"1) mare, étang, réservoir à poissons",bᵊrēxā,
1296,בֶּרֶכְיָה,H,1290+ברך|3050+יה,vient De H1290 et H3050,,N_N-M-P,Bérékia,"Bérékia = ""l'éternel a béni""<br>1) un fils de Zorobabel<br>2) un Lévite qui retourna de l'exil<br>3) père de Meschullam, un des chefs qui assista Néhémie à lareconstruction des murs de Jérusalem<br>4) père de Zacharie<br>5) Lévite Guerschonite, père d'Asaph, le chanteur, portier de l'arche<br>6) chef éphraïmite au temps d'Achaz",berexyā,
1297,בְּרַם,A,7313+רום,(araméen) vient peut-être De H7313 avec préfixe,,ADV,toutefois,"1) seulement, néanmoins, mais",bᵊram,
1298,בֶּ֫רַע,H,,dérivation incertaine,,N_N-M-P,Béra,"Béra = ""fils du mal"" = ""qui brille en science""<br>1) un roi de Sodome",beraʿ,
1299,בָּרַק,H,,une racine primaire,,V,fait briller,"1) lumière d'éclair, faire briller (comme une lumière)",bāraq,
1300,בָּרַק,H,1299+ברק,vient de H1299,"בָּרָק, בָּרַק",V|N-M,éclairer|éclair,1) éclair<br>  1a) lumineux comme un éclair<br>  1b) l'éclair de l'épée (figuré),bāraq,m
1301,בָּרָק,H,1300+ברק,même mot que H1300,,N_N-M-P,Barak,"Barak = "" éclairs, foudre""<br>1) fils d'Abinoam de Kédesch qui, incité par Débora, prophétessed'Ephraïm, délivra les Israélites du joug de Jabin",bārāq,
1302,בַּרְקוֹס,H,,dérivation incertaine,,N_N-M-P,Barkos,"Barkos = ""peintre"", ""le fils séparé ""<br>1) chef d'une famille d'esclaves du temple qui revinrent de l'exilavec Zorobabel",barqōs,
1303,בַּרְקָנִים,H,1300+ברק,vient de H1300,,N-M,chardons,"1) ronces, chardons",barqānīm,
1304,בָּרֶ֫קֶת,H,1300+ברק,vient de H1300,"בָּרֶ֫קֶת, בָּֽרְקַת",N-F,émeraude,"1) une pierre précieuse, émeraude",bāreqet,
1305,בָּרַר,H,,une racine primaire,,V,pur,"1) purifier, choisir, polir, purger, curer ou rendre brillant, mettre à l'épreuve ou éprouver<br>  1a) se purifier soi-même<br>  1b) polir des flèches<br>  1c) se montrer pur, juste, aimable",bārar,
1306,בִּרְשַׁע,H,7562+רשׁע,vient probablement De H7562 avec préfixe,,N_N-M-P,Birscha,"Birscha = ""avec iniquité ""<br>1) un roi de Gomorrhe",biršaʿ,
1307,בֵּרֹתִי,H,1268+ברותה ברותי,patronyme qui vient de H1268,,N_N--LG,de Béroth,1) de Béroth : un habitant de Bérotha,bērōtī,
1308,בְּשׂוֹר,H,1319+בשׂר,vient de H1319,,N_N--L,Besor,"Besor = ""gai""<br>1) un ruisseau, le lit d'un torrent, à l'extrême sud de Juda en Philistie; se jette dans la mer Méditerranée",bᵊśōr,
1309,בְּשֹׂרָה,H,1319+בשׂר,vient de H1319,,N-F,message,"1) nouvelles, bonne nouvelle, message, récompense pour bonne nouvelle",bᵊśōrā,
1310,בָּשַׁל,H,,une racine primaire,,V,mûr,"1) bouillir, cuire, faire cuire au four, rôtir, mûrir<br>  1a) bouilli<br>  1b) amener à maturité",bāšal,
1311,בָּשֵׁל,H,1310+בשׁל,vient de H1310,,A,bouilli,"1) cuit, bouilli",bāšēl,
1312,בִּשְׁלָם,H,,dérivation étrangère,,N_N-M-P,Bischlam,"Bischlam = ""en paix""<br>1) intendant de Perse en Palestine au temps d'Esdras",bišlām,
1313,בֹּ֫שֶׂם,H,,vient d'une racine du sens d'être parfumé,,N-M,aromates,"1) épice, baume<br>2) (TWOT) sucré, odeur sucrée",bōśem,
1314,בֶּ֫שֶׂם,H,1313+בשׂם,vient du même mot que H1313,,N-M,aromates,"1) épice, baume, parfum<br>2) (TWOT) sucré, doux, odeur douce",beśem,
1315,בָּֽשְׂמַת,H,1314+בשׂם בושׂם,vient De H1314 : parfum,,N_N-F-P,Basmath,"Basmath = "" épice"", ""parfum""<br>1) épouse d'Esaï, fille d'Ismaël, soeur de Nebajoth (appelée également Mahalath)<br>2) fille de Salomon, épouse d'Achimaats, et épouse d'un commissairede Salomon",bāśᵊmat,
1316,בָּשָׁן,H,,d'origine incertaine,,N_N--L,Basan,"Basan = ""fertile"", ""large""<br>1) district à l'est du Jourdain connu pour sa fertilité et attribué à la demi-tribu de Manassé",bāšān,
1317,בׇּשְׁנָה,H,954+בושׁ,vient de H954,,N-M,confusion,"1) honte, confusion<br>  1a) chose honteuse",bošnā,
1318,בָּשַׁס,H,,une racine primaire,,V,fouler,"1) marcher dessus, piétiner<br>  1a) fouler aux pieds",bāšas,
1319,בָּשַׂר,H,,une racine primaire,,V,nouvelle,"1) porter des nouvelles, publier, prêcher, annoncer<br>  1a) réjouir par de bonnes nouvelles<br>  1b) annoncer (le salut) comme une bonne nouvelle, prêcher<br>  1c) recevoir de bonnes nouvelles",bāśar,
1320,בָּשָׂר,H,1319+בשׂר,vient de H1319,,N-M,chair,"1) chair<br>  1a) le corps<br>     1a1) des humains<br>     1a2) des animaux<br>  1b) le corps lui-même<br>  1c) l'organe mâle de procréation (euphémisme)<br>  1d) parenté, relations par le sang<br>  1e) chair en tant que frêle ou égarée (l'homme contre Dieu)<br>  1f) toute chose vivante<br>  1g) animaux<br>  1h) genre humain",bāśār,
1321,בְּשַׁר,A,1320+בשׂר,(araméen) correspondant à H1320,,N-F,hommes,1) chair,bᵊšar,
1322,בֹּ֫שֶׁת,H,954+בושׁ,vient de H954,,N-F,honte,1) honte<br>  1a) chose honteuse,bōšet,
1323,בַּת,H,1129+בנה|1121+בן,vient De H1129 et H1121,,N-F,fille,"1) fille<br>  1a) fille, fille adoptive, belle-fille, soeur, petite-fille, enfantde sexe féminin, cousine<br>2) jeune femme, femme<br>  2a) description de caractère",bat,
1324,בַּת,H,1327+בתתה,vient probablement du même mot que H1327,,N-M,bath,"1) bath, unité de mesure de liquide, égale à l'épha, mesure de produitssecs (environ 40 litres)",bat,
1325,בַּת,A,1324+בת,(araméen) correspondant à H1324,,N-M,baths,"1) bath, unité de mesure de liquide, d'environ 40 litres, égale auvolume de l'épha<br>2) (TWOT) mesure de liquide, d'environ 22 litres",bat,
1326,בָּתָה,H,1327+בתתה,probablement variante orthographique de H1327,,N-F,ruine,"1) fin, destruction",bātā,
1327,בַּתָּה,H,,vient d'une racine (du sens de briser en morceaux),,N-F,désolés,"1) falaise, précipice",battā,
1328,בְּתוּאֵל,H,1326+בתה|410+אל,vient apparemment du même mot que H1326 et H410,"בְּתוּאֵל, בְּתוּאֵל",N_N-M-P|N_N--L,Bethuel,"Bethuel = ""Dieu détruit"" ou ""homme de Dieu"" ou ""demeure de Dieu""<br>1) neveu d'Abraham, fils de Nachor par Milca, père de Rebecca<br>n pr loc 2) ville de Siméon dans le sud",bᵊtūʾēl,m
1329,בְּתוּל,H,1328+בתואל,pour H1328,,N_N--L,Bethul,"Bethul = ""Dieu détruit"" ou ""homme de Dieu"" ou ""demeurer en Dieu""<br>1) ville de Siméon dans le sud, appelée aussi ""Bethuel""",bᵊtūl,
1330,בְּתוּלָה,H,,d'une racine du sens de séparer,,N-F,vierge,1) vierge,bᵊtūlā,
1331,בְּתוּלִים,H,1330+בתולה,vient de H1330,,N-F,virginité,1) virginité,bᵊtūlīm,
1332,בִּתְיָה,H,1323+בת|3050+יה,vient De H1323 et H3050,,N_N-F-P,Bithja,"Bithja = ""fille (adoratrice) de l'éternel""<br>1) une fille d'un Pharaon et femme de Méred de Juda",bityā,
1333,בָּתַק,H,,une racine primaire,,V,te perceront,"1) couper, découper, percer, transpercer",bātaq,
1334,בָּתַר,H,,une racine primaire,,V,couper,1) couper en deux,bātar,
1335,בֶּ֫תֶר,H,1334+בתר,vient de H1334,,N-M,morceau,"1) part, pièce, morceau<br>  1a) des parties d'un animal découpé par moitiés pour le sacrifice",beter,
1336,בֶּ֫תֶר,H,1335+בתר,même mot que H1335,,N_N-M-P,qui nous séparent,"1) région montagneuse de Palestine, site inconnu",beter,
1337,בַּת־רַבִּים,H,1323+בת|7227+רב,vient De H1323 et de H7227,,N_N--L,Bath-Rabbim,"Bath-Rabbim = ""fille de multitudes""<br>1) la ville d'Hesbon ou une de ses portes",bat-rabbīm,
1338,בִּתְרוֹן,H,1334+בתר,vient de H1334,,N_N--L,Bithron,"Bithron = ""division"" ou ""fente"" ou ""ravin""<br>1) territoire ou district dans la vallée du Jourdain",bitrōn,
1339,בַּת־שֶׁ֫בַע,H,1323+בת|7651+שׁבע|7650+שׁבע,vient De H1323 et H7651 (sens de H7650),,N_N-F-P,Bath-Schéba,"Bath-Schéba = ""fille d'un serment""<br>1) épouse d'Urie que David fit mourir, ayant des relations adultèresavec elle; ensuite femme de David et mère de Salomon",bat-ševaʿ,
1340,בַּת־שׁוּעַ,H,1323+בת|7771+שׁוע,vient De H1323 et H7771,,N_N-F-P,Bath-Schua,"Bath-Schua = ""fille de richesse""<br>1) l'épouse d'Urie, puis épouse de David, et mère de Salomon, Schimea, Schobab, et Nathan (autre écriture de 'Bath-Schéba')<br>2) épouse de Juda",bat-šūʿa,
1341,גֵּא,H,1343+גאה,pour H1343,,A,superbe,1) orgueilleux,gēʾ,
1342,גָּאָה,H,,une racine primaire,,V,éclater,"1) se lever, être exalté en triomphe",gāʾā,
1343,גֵּאֶה,H,1342+גאה,vient de H1342,,A,hautains,1) orgueilleux,gēʾeh,
1344,גֵּאָה,H,1342+גאה,vient de H1342,,N-F,arrogance,1) orgueil,gēʾā,
1345,גְּאוּאֵל,H,1342+גאה|410+אל,vient De H1342 et H410,,N_N-M-P,Guéuel,"Guéuel = ""majesté de Dieu""<br>1) Gadite choisi pour espionner le territoire, fils de Maki",gᵊʾūʾēl,
1346,גַּאֲוָה,H,1342+גאה,vient de H1342,,N-F,majesté,"1) orgueil, majesté, se lever<br>  1a) se soulever, gonflement de la mer<br>  1b) majesté (d'Israël)<br>  1c) arrogance, hauteur",gaʾăwā,
1347,גָּאוֹן,H,1342+גאה,vient de H1342,,N-M,orgueil,"1) exaltation, majesté, orgueil, excellence<br>  1a) majesté (bon sens)<br>     1a1) des nations<br>     1a2) de Dieu<br>     1a3) du Jourdain<br>  1b) orgueil, arrogance (mauvais sens)",gāʾōn,
1348,גֵּאוּת,H,1342+גאה,vient de H1342,,N-F,orgueil,1) majesté<br>  1a) une élévation (d'une colonne de fumée)<br>  1b) un soulèvement (de la mer)<br>  1c) majesté (de Dieu)<br>  1d) orgueil,gēʾūt,
1349,גַּאֲיוֹן,H,1342+גאה,vient de H1342,,A,hautains,1) orgueilleux,gaʾăyōn,
1350,גָּאַל,H,,une racine primaire,"גְּאוּלַי, גָּאַל",V|N,acheter,"1) racheter, venger, se venger, agir comme parent vengeur, vengeur desang<br>  1a) épouser la veuve d'un frère pour lui engendrer un enfant, racheter de l'esclavage, racheter une terre, accomplir une vengeance<br>  1b) racheter (Dieu étant le rédempteur)<br>     1b1a) les individus de la mort<br>     1b1b) Israël de l'esclavage Egyptien<br>     1b1c) Israël de l'exil<br>  1c) racheter soi-même, être racheté",gāʾal,m
1351,גָּאַל,H,1350+גאל,une racine primaire,,V,souiller,"1) souiller, polluer, profaner<br>  1a) être souillé, être pollué<br>  1b) tacher<br>  1e) se souiller",gāʾal,
1352,גֹּ֫אֶל,H,1351+גאל,vient de H1351,,N-M,avoir souillé,1) souillure,gōʾel,
1353,גְּאֻלָּה,H,1350+גאל,vient de H1350,,N-F,droit de rachat,"1) parenté, rédemption, droit de rachat, prix de rédemption",gᵊʾullā,
1354,גַּב,H,,vient d'une racine,,N,sourcils,"1) surface convexe, dos<br>  1a) dos (de l'homme)<br>  1b) tertre (pour adoration illicite)<br>  1c) rempart<br>  1e) front, sourcil<br>  1f) jante (d'une roue)",gav,
1355,גַּב,A,1354+גב,(araméen) correspondant à H1354,,N-M,le dos,1) dos ou côté,gav,
1356,גֵּב,H,1461+גוב,vient de H1461,"גֵּב, גֵּב",N-M,fosse,"1) fosse, tranchée, fossé, poutre, chevron, citerne",gēv,m
1357,גֵּב,H,1461+גוב,vient probablement De H1461 [comparer à H1462],,N-M,sauterelles,1) sorte de sauterelles,gēv,
1358,גֹּב,A,1461+גוב,(araméen) vient d'un mot correspondant à H1461,,N-M,fosse,"1) fosse, antre (de lions)",gōv,
1359,גֹּב,H,1461+גוב,vient de H1461,,N_N--L,Gob,"Gob = ""puits, citerne""<br>1) endroit où eu lieu la rencontre entre les guerriers de David et les Philistins (également ""Guézer"")",gōv,
1360,גֶּ֫בֶא,H,,vient d'une racine,,N-M,citerne,"1) citerne, mare, marais",geveʾ,
1361,גָּבַהּ,H,,une racine primaire,,V,dépasser,"1) être élevé, être exalté<br>  1a) hautain, grand<br>  1b) être élevé (voies de l'éternel - bon sens)<br>     1a3b) être hautain, arrogant (mauvais sens)<br>  1b) élever, exalter",gāvah,
