strongNumber,etymDesc,heading,entrycontent
790,vient probablement du même mot que H7644,Eschban,"Eschban = ""feu du discernement""<br>1) un chef d'Edom"
791,vient de H7650,Aschbéa,"Aschbéa = ""je veux appeler un témoin""<br>1) le patriarche d'une famille de Juda"
792,vient De H376 et H1168,Eschbaal,"Eschbaal = ""un homme de Baal"" (Baal=Seigneur)<br>1) quatrième fils de Saïl, appelé aussi Isch-Boscheth"
793,vient d'une racine du sens de verser,cours,"1) cours, courant, la partie basse"
794,vient de H793,coteaux,"1) coteaux, flancs, pente"
795,vient de H7703,Asdod,"Asdod = ""butin"", ""endroit fortifié, château"" (Azot du N.T)<br>1) cité philistine sur la Méditerranée, à l'ouest de Jérusalem.Actuellement Esdud"
796,patronyme de H795,Asdod,"Asdodiens = ""butin""<br>1) habitants d'Asdod"
797,vient de H796,langage asdodien,"Asdodien = ""butin""<br>1) langue, langage d'Asdod"
798,vient du pluriel De H794 et H6449 avec article interposé,coteaux de Pisga,"1) les montagnes de Pisga, qui incluent le Mont Nebo"
799,vient De H784 et H1881,feu,"1) loi ardente, feu d'une loi (sens incertain)"
800,vient de H784,feu,1) feu
801,"même mot que H800, utilisé dans un sens liturgique",consumé par le feu,"1) holocaustes, offrandes consumées par le feu"
802,vient De H376 ou H582,femme,"1) femme, épouse, femelle<br>  1a) femme (contraire de l'homme)<br>  1b) épouse (mariée à un homme)<br>  1c) femelle (des animaux)<br>  1d) chaque, chacun (pronom)"
803,vient d'une racine du sens de fonder,fondements,"1) contrefort, appui, fondation, fondement"
804,vient apparemment De H833 (sens de heureux),Assyrie," Assur ou Assyrie ou Assyrien = ""un pas"", ""il s'en alla"" (nom propre masculin)<br>1) le second fils de Sem, ancêtre des Assyriens<br>2) le peuple d'Assyrie<br>3) la nation, Assyrie (nom propre locatif)<br>4) la terre, Assyrie ou Assur"
805,vient d'un mot de même forme que H804,Aschurim,"Aschurim, Gueschuriens = ""guidé "", ""béni""<br>1) une tribu habitant la plaine d'Esdraelon<br>2) une tribu descendant d'Abraham et Ketura<br>3) Gueschuriens : voir le N° <a href=""strong-hebreu-1651.html"" title=""Strong hébreu 01651"">01651</a>"
806,vient probablement de H7835,Aschchur,"Aschchur = ""noirceur""<br>1) fils de Hetsron et de sa femme Abija"
807,d'origine étrangère,Aschima,"Aschima = ""culpabilité "", ""désolé ""<br>1) un dieu d'Hamath"
808,vient du même mot que H784 (comparer à H803),ruines,"1) avec sens de soubassement, fondation, ruine"
809,vient de H808,gâteau de raisins,"1) gâteau de raisin, utilisé dans les fêtes sacrificielles<br>  1a) traduit dans certaines versions par ""flacon de vin"""
810,vient d'une racine (probablement du sens de grappe),testicules,1) testicule<br>2) (CLBL) pierre
811,vient probablement de H810,grappe,1) grappe<br>  1a) de raisin<br>  1b) de fleurs (métaphore de l'amoureux)
812,même mot que H811,Eschcol,"Eschcol = ""grappe (de raisins)""<br>1) un lieu d'Hébron, la vallée d'Eschcol<br>2) un Amoréen, le frère de Mamré, demeurant à Hébron"
813,d'origine étrangère,Aschkenaz,"Aschkenaz = ""homme aspergé, feu éparpillé ""<br>1) un descendant de Japhet<br>2) un peuple du nord, peut-être de Bithynie"
814,pour H7939,payer,"1) cadeau, don"
815,vient d'une racine incertaine,tamarisc,1) tamarisc (arbre)
816,une racine primaire,coupable,"1) enfreindre la loi, être coupable, empiéter<br>  1a) faire le mal, offenser, être incriminé"
817,vient de H816,culpabilité,"1) culpabilité, offense<br>  1a) empiéter, faute<br>  1b) compensation (d'une offense)<br>  1d) offrande de culpabilité"
818,vient de H816,coupables,"1) être coupable, fautif (et obligé d'offrir un sacrifice)"
819,vient de H817,coupables,"1) culpabilité, offense, péché, mal faire<br>  1a) faire mal, commettre un délit<br>  1b) devenir coupable<br>  1c) apporter un sacrifice de culpabilité"
820,vient probablement de H8081,abondance,"1) le gros, parmi la vigueur<br>2) (CLBL) désolé, comme mort"
821,vient de H8104,veilles,"1) veille (une période de temps), veille de la nuit"
822,vient apparemment d'une racine (probablement du sens de laisser desinterstices),treillis,"1) treillis, fenêtre faite de lattes"
823,probablement variante de H3466,Aschna,"Aschna = ""fort"", ""ancien""<br>1) ville proche de Dan<br>2) ville de Juda"
824,vient de H8172,éschean,"éschean = ""support""<br>1) village de Juda"
825,vient d'une racine (probablement du sens de pratiquer l'enchantement),astrologues,"1) qui conjure, astrologue, enchanteur, exorciste"
826,(araméen) correspondant à H825,astrologue,"1) qui conjure, enchanteur, astrologue, devin"
827,vient peut-être du même mot que H825 (sens d'enveloppe),carquois,1) carquois (pour flèches)
828,d'origine étrangère,Aschpenaz,"Aschpenaz = ""forte aspersion""<br>1) chef eunuque de Nebucadnetsar"
829,dérivation incertaine,viande,"1) morceau de viande, portion, gâteau de datte (sens incertain)"
830,"mot de même forme que H827, vient De H8192 (sens de mettre au rebut)",fumier 6 poussière,"1) tas de cendre, tas de fumier"
831,vient De H8254 ? Sens de lieu de pesée ?,Askalon,"Askalon = ""feu de l'infamie"", ""migration"" ?<br>1) cité maritime des Philistins, sud-ouest de Jérusalem"
832,patronyme de H831,d'Askalon,"D'Askalon = ""feu d'infamie: je serai pesé ""<br>1) un habitant d'Askalon"
833,une racine primaire,heureux,"1) aller droit, marcher, avancer, faire des progrèsêtre heureux, béni"
834,pronom relatif (de tout genre et nombre),qui," 1) (relatif) lequel, qui, ce que<br>2) (conj) que, quand, puisque ..."
835,vient de H833,heureux,"1) bonheur, bénédiction, heureux, heureuse<br>  1a) souvent utilisé en interjection"
836,vient de H833,Aser,"Aser = ""heureux""<br>1) 8ème fils de Jacob et 2ème de Zilpa sa servante<br>2) tribu dont Aser fut l'ancêtre<br>3) ville à l'est de Sichem en Manassé"
837,vient de H833,heureuse,"1) bonheur, heureux, heureuse"
838,vient De H833 dans le sens d'aller,pas,"1) un ou des pas, aller, marcher"
839,partie de H8391,buis,1) buis (arbre)
840,variante orthographique De H833 et H410,Asareel,"Asareel = ""Dieu a lié ""<br>1) un descendant de Juda à travers Caleb"
841,vient du même mot que H840,Aschareéla,"Aschareéla = ""droit, intègre envers Dieu""<br>1) un fils d'Asaph, musicien en place au sanctuaire sous David"
842,vient de H833,idoles,"Astarté : voir aussi <a href=""strong-hebreu-6253.html"" title=""Strong hébreu 06253"">06253</a><br>1) déesse Babylonienne de la fortune et du bonheur<br>  1a) les divinités<br>  1b) leurs images<br>  1c) arbres sacrés ou pieux près d'un autel"
843,patronyme de H836,Asérites,"Asérites = ""heureux""<br>1) ceux qui descendent d'Aser"
844,variante orthographique pour H840,Asriel,"Asriel = ""Je serai prince de Dieu"", ""voeu divin"" ?<br>1) descendant de Manassé<br>2) fils de Manassé"
845,patronyme de H844,Asriélites,"Asriélites = ""je serai prince de Dieu""<br>1) le clan qui descend d'Asriel"
846,(araméen) vient d'une racine correspondant à H833,murs,"1) mur, panneaux, poutres, structure (sens précis incertain)"
847,vient probablement de H7592,Eschthaol,"Eschthaol = ""requête""<br>1) ville de Dan située en Juda"
848,patronyme de H847,Eschthaoliens,"Eschthaoliens = ""je serai supplié ""<br>1) les habitants d'Eschthaol"
849,(araméen) vient De H7712 (dans un sens impropre),révolte,"1) révolte, sédition"
850,vient probablement de H7764,Eschthon,"Eschthon = ""efféminé "", ""féminin"", ""repos""<br>1) un descendant de Caleb de la tribu de Juda"
851,vient De H8085 (sens d'obéissance),Eschthemoa,"Eschthemo = ""je me ferai entendre"", ""obéissance""<br>1) ville Lévitique en Juda<br>2) un homme de Juda"
852,(araméen) correspondant à H226,signes,"1) signe, signes miraculeux, merveilles, miracle"
853,vient apparemment De H226 dans le sens démonstratif d'entité,non traduit," 1) indication de l'objet direct défini, non traduit en Français"
854,vient probablement de H579,contre,"1) avec, près de, ensemble"
855,dérivation incertaine,hoyaux,1) soc (de charrue)
856,vient De H854 et H1168,Ethbaal,"Ethbaal = ""avec Baal""<br>1) roi de Tyr et de Sidon, père de Jézabel"
857,une racine primaire [contraction de H225],sortir,"1) venir, arriver (pour hommes, temps, bêtes, calamité)<br>  1b) amener"
858,(araméen) correspondant à H857,apporter,"1) venir, arriver<br>2) utilisé dans le NT dans la phrase ""Maranatha"" : ""le Seigneur vient"""
859,pronom primaire de deuxième personne,tu,"1) tu, vous (seconde personne du singulier)"
860,vient probablement du même mot que H386 (sens de patience),ânesse,1) ânesse
861,(araméen) vient probablement du mot correspondant à H784,fournaise,"1) fourneau, fournaise"
862,"vient de H5423, sens de diminuer",galeries,"1) galerie, porche"
863,vient de H854,Ittaï,"Ittaï ou Ithaï = ""avec moi""<br>1) homme de Gath, commandant dans l'armée de David<br>2) un des 30 vaillants guerriers de David, Benjamite"
864,dérivé de l'égyptien,étham,"étham = ""avec eux""<br>1) un campement d'Israël pendant l'Exode"
865,vient probablement De H853 ou H854 et H4136,jusqu'à présent,"1) hier, récemment, auparavant<br>2) (TWOT !!+) avant, avant le temps, jusqu'ici, le temps passé"
866,vient de H8566,salaire,"1) location, gage, prix (pour une prostituée)<br>2) (TWOT) récompense"
867,vient peut-être de H866,Ethni,"Ethni = ""mon gage"", ""généreux, magnifique"" ?<br>1) un ancêtre d'Asaph"
868,même mot que H866,salaire,"1) salaire de prostituée, prix<br>  1a) de l'idolâtrie d'Israël, Jérusalem, Tyr (figuré)"
869,même mot que H868 dans le sens de H867,Ethnan,"Ethnan = ""salaire d'impudicité ""<br>1) un petit-fils d'Aschchur"
870,(araméen) vient d'une racine correspondant à H871,lieu,"1) piste, place<br>2) après"
871,"pluriel d'une racine (probablement du sens de pas, marche)",Atharim,1) sens incertain - peut-être passe montagneuse ou route de caravane
872,vient de H935,entrée,"1) entrée, un seuil, entrée du temple<br>  1a) l'entrée (acte d'entrer)"
873,(araméen) vient de H888,méchante,"1) mal, mauvais, méchant"
874,une racine primaire,expliquer,"1) faire nettement, distinctement, clairement, déclarer, graver"
875,vient de H874,puits,"1) puits, fosse, source"
876,même mot que H875,Beer,"Beer = ""puits""<br>1) oasis de repos dans le désert durant l'Exode<br>2) ville à l'ouest d'Hébron"
877,vient de H874,citernes,"1) citerne, fosse, puits"
878,vient de H875,Beéra,"Beéra = ""un puits""<br>1) homme d'Aser"
879,vient De H875 et du pluriel de H410,Beer-élim,"Beer-élim = ""puits des dieux""<br>1) un puits dans le sud de Moab"
880,même mot que H878,Beéra,"Beéra = ""puits""<br>1) un chef Rubénite exilé en Assyrie"
881,féminin pluriel de H875,Beéroth,"Beéroth = ""les puits""<br>1) ville des Gabaonites, allouée à Benjamin"
882,vient de H875,Beéri,"Beéri = ""mon puits"", ""homme du puits""<br>1) Héthien, père de Judith, beau-père d'Esaï,<br>2) père d'Osée"
883,vient De H875 et H2416 (avec préfixe) et H7203,puits de Lachaï-roï,"Lachaï-roï = ""le Vivant qui me voit""<br>1) un puits à l'ouest de Kadès, au sud d'Israël"
884,vient De H875 et H7651 (sens de H7650),Beer-Schéba,"Beer-Schéba = ""puits du serment"", ""puits des sept""<br>1) ville à l'extrême sud de Canaan"
885,"vient de H875, de la contraction de H1121, et H3292",Beéroth-Bené Jaakan,"Beéroth-Bené-Jaakan ou Beéroth = ""les puits des fils de Jaakan""<br>1) campement d'Israël dans le désert, probablement dans le pays des Horiens"
886,patronyme de H881,de Beéroth,"Beérothiens = ""puits""<br>1) un habitant de Beéroth (en Benjamin)"
887,une racine primaire,odieux,"1) avoir une mauvaise odeur, sentir mauvais<br>  1a) puer, sentir mauvais<br>  1b) être odieux<br>  1c) odeur de méchanceté (figuré)<br>  1d) se rendre odieux<br>2) (TWOT) détester"
888,(araméen) correspondant à H887,affligé,"1) être mal, situation déplaisante"
889,vient de H877,infection,"1) puanteur, odeur infâme"
890,vient de H889,ivraie,"1) choses puantes, mauvaise herbe nuisible, ivraie"
891,vient de H889,mauvais (raisins),"1) mauvaises choses, sans valeur, mauvais raisin, baies nocives"
892,d'une racine du sens de creuser,prunelle,1) la prunelle (pupille) de l'oeil
893,probablement origine étrangère,Bébaï,"Bébaï = ""mes cavités""<br>1) un chef des exilés de retour"
894,vient de H1101,Babylone,"Babel ou Babylone = ""confusion (par mélange)"" = ""porte de Dieu"" ?<br> Babel ou Babylone, ancien lieu de la capitale de la Babyloniesituée sur l'Euphrate"
895,(araméen) correspondant au H894,Babylone,"Babel ou Babylone = ""confusion (par mélange)""<br>1) ancienne capitale de la Babylonie, sur l'Euphrate"
896,(araméen) patronyme de H895,de Babylone,"1) de Babylone : Babylonien, Babylonienne"
897,mot Persan,proie,"1) butin, proie"
898,une racine primaire,infidèle,"1) agir en trichant, en trahissant, être infidèle<br>  1a) avec tromperie, enfreindre la loi"
899,vient de H898,vêtement,"1) perfidie, tromperie<br>2) (CLBL) vêtements (sans distinction)"
900,pluriel de H898,infidèles,"1) traître, infidèle, hommes à l'apparence trompeuse"
901,vient de H898,perfide,"1) infidèle, traître, perfide, trompeur"
902,probablement origine étrangère,Bigvaï,"Bigvaï = ""dans mon corps""<br>1) exilé qui revint, sous Zorobabel, peut-être chef d'une famille"
903,dérivé du Perse,Bigtha,"Bigtha = ""dans le pressoir""<br>1) un eunuque de la cour du roi Assuérus (Xerxès)"
904,dérivation semblable à H903,Bigthan,"Bigthan = ""dans leur pressoir"" = ""don de la bonne chance"" (en persan)<br>1) eunuque à la cour du roi Assuérus (Xerxès)"
905,vient de H909,barres,"1) seul, par lui-même, en outre, une partie, séparation, être seul<br>  1a) séparation<br>  1b) partie<br>  1c) parts (membres, rejetons de plantes...), barres"
906,vient peut-être De H909 (sens de fibres divisées),lin,"1) lin, lin blanc, fin lin"
907,vient de H908,mensonge,"1) discussion vide, vain discours, menteur, mensonge"
908,une racine primaire,inventer,"1) combiner, tramer, imaginer, inventer (de mauvaises choses)<br>  1a) combiner, arranger"
909,une racine primaire,solitaire,"1) retirer, être séparé, être isolé<br>  1a) une armée de traînards (participe)<br>     1a1) Ephraïm (métaphorique)<br>2) (TWOT) seul"
910,vient de H909,solitaire,"1) isolement, retrait, séparation<br>  1a) une ville isolée<br>adv 2) laisser tranquille<br>  2a) sûreté (figuré)"
911,vient de H909,Bedad,"Bedad = ""solitaire"", ""séparation""<br>1) père de Hadad le roi d'Edom"
912,probablement un raccourci de H5662,Bédia,"Bédia = ""serviteur de l'éternel""<br>1) un exilé Israélite qui avait une épouse étrangère"
913,vient de H914,étain,"1) alliage, étain, plomb<br>  1a) Israël (métaphorique)"
914,une racine primaire,séparer,"1) diviser, séparer<br>  1a) couper, mettre à part, faire une différence<br>  1b) se séparer de, être séparé, être exclu, être mis à part"
915,vient de H914,un bout,"1) un morceau, un bout, une pièce, une partie"
916,vient probablement de H914,bdellium,1) bdellium (gomme résineuse)
917,probablement raccourci de H5658,Bedan,"Bedan = ""en jugeant""<br>1) un juge qui suivit Gédéon<br>2) un homme de Manassé"
918,une racine primaire,réparations,"1) raccommoder, réparer (un bâtiment)"
919,vient de H918,réparer,"1) fissure, brèche, fuite (dans une maison), réparer"
920,vient probablement De H1856 avec préfixe,Bidkar,"Bidkar = ""coup de poignard""<br>1) un capitaine de Jéhu"
921,(araméen) correspondant (par transposition) à H6504,dispersez,"1) éparpiller, disperser"
922,vient d'une racine (du sens d'être vide),vide,"1) vide, nul, perdre, détruire"
923,vient d'une racine (du sens probable d'étinceler),porphyre,"1) une pierre coûteuse (peut-être porphyre), marbre rouge"
924,(araméen) vient de H927,en hâte,"1) hâte, à la hâte, hâtivement"
